Date,Text,Normalized_Text_NLTK,Normalized_Text_Slang
12/2023,"lewat terus ni fore gue liat liat, w dah nahan diri 2 hari buat gak beli",lewat terus ni fore gue liat liat w dah nahan diri  hari buat gak beli,lewat terus ini fore aku lihat lihat w deh nahan diri hari buat gak beli
12/2023,di fore ada non kopi ga?,di fore ada non kopi ga,di fore ada non kopi tidak
12/2023,large ice americano + extra shot + less sugarnya kopi kenangan masih yg terbaik buat gua,large ice americano  extra shot  less sugarnya kopi kenangan masih yg terbaik buat gua,large ice americano extra shot kurang sugarnya kopi kenangan masih yang terbaik buat saya
12/2023,butterscotch latte punyanya fore,butterscotch latte punyanya fore,butterscotch latte punyanya fore
12/2023,kopi kenangan mantan,kopi kenangan mantan,kopi kenangan mantan
12/2023,"latte point coffee no sugar, kmrn habis konser lelah banget dan gerah minum ini langsunggg waahhhhh seggaarrrr seperti si surga enak bengeeettt",latte point coffee no sugar kmrn habis konser lelah banget dan gerah minum ini langsunggg waahhhhh seggaarrrr seperti si surga enak bengeeettt,latte point coffee no gula kemarin habis konser lelah banget dan gerah minum ini langsunggg waahhhhh seggaarrrr seperti si surga enak bengeeettt
12/2023,Caramel macchiato Kopi Kenangan less sugar dan susunya pake oatmilk. IM OBSESSED,caramel macchiato kopi kenangan less sugar dan susunya pake oatmilk im obsessed,caramel macchiato kopi kenangan kurang gula dan susunya pakai oatmilk im obsessed
12/2023,Oatside latte no sugar Kopi Kenangan,oatside latte no sugar kopi kenangan,oatside latte no gula kopi kenangan
12/2023,PLISS YA FORE GAMAU ADA DI CITAYEM APA??,pliss ya fore gamau ada di citayem apa,tolonglah iya fore gamau ada di citayem apa
12/2023,"all about latte masih doyan kalo series kopi gula aren yg kepake baru janjiw, sm tomoro",all about latte masih doyan kalo series kopi gula aren yg kepake baru janjiw sm tomoro,all about latte masih doyan kalau series kopi gula aren yang kepake baru janjiw sama tomoro
12/2023,point: hot mocca less sugar dr. ells: obat jiwa fore: butterscotch sea salt latte oseebo: es kopi bandung hautopia: es kopi susu kopi sachet: caffino,point hot mocca less sugar dr ells obat jiwa fore butterscotch sea salt latte oseebo es kopi bandung hautopia es kopi susu kopi sachet caffino,point hot mocca kurang gula dr ells obat jiwa fore butterscotch sea salt latte oseebo es kopi bandung hautopia es kopi susu kopi sachet caffino
12/2023,Jadul nya point coffee pke es,jadul nya point coffee pke es,jaman dulu nya point coffee pke es
12/2023,Kopinya point coffee enak semua dah,kopinya point coffee enak semua dah,kopinya point coffee enak semua deh
12/2023,seonya tomoro,seonya tomoro,seonya tomoro
12/2023,Iced Latte Kopi Kenangan,iced latte kopi kenangan,iced latte kopi kenangan
12/2023,ksk famima biasanya tp skrg ketambahan aren lattenya tomoro beuhhhh enak bgt,ksk famima biasanya tp skrg ketambahan aren lattenya tomoro beuhhhh enak bgt,ksk famima biasanya tapi sekarang ketambahan aren lattenya tomoro beuhhhh enak banget
12/2023,Sekarang lagi suka iced buttercream latte fore,sekarang lagi suka iced buttercream latte fore,sekarang lagi suka iced buttercream latte fore
12/2023,1. buttercream latte fore 2. iced latte point (basic sih tp ak suka aja) 3. ini ice cream sih punya toleransi yg caramel afogato sundae enakk, buttercream latte fore  iced latte point basic sih tp ak suka aja  ini ice cream sih punya toleransi yg caramel afogato sundae enakk,buttercream latte fore iced latte point basic sih tapi saya suka saja ini ice cream sih punya toleransi yang caramel afogato sundae enakk
12/2023,"caramel macchiato less sugar nya point coffee, benerÂ² jatuh cinta ditegukan pertama",caramel macchiato less sugar nya point coffee bener jatuh cinta ditegukan pertama,caramel macchiato kurang gula nya point coffee benar jatuh cinta ditegukan pertama
12/2023,point coffee : greentealatte extra shots (less sugar) sb*cks (lg menahan untuk ngga beli) : matcha fussion less sugar kenangan : kenangan mantan less sugar,point coffee  greentealatte extra shots less sugar sbcks lg menahan untuk ngga beli  matcha fussion less sugar kenangan  kenangan mantan less sugar,point coffee greentealatte extra shots kurang gula sbcks lagi menahan untuk tidak beli matcha fussion kurang gula kenangan kenangan mantan kurang gula
12/2023,kopi ceria punya kenea sama kopi kenangan mantan punya kopken.,kopi ceria punya kenea sama kopi kenangan mantan punya kopken,kopi ceria punya kenea sama kopi kenangan mantan punya kopi kenangan
12/2023,coconut aren latte nya si tomoro hehehe,coconut aren latte nya si tomoro hehehe,coconut aren latte nya si tomoro hehehe
12/2023,Besok mau ke fore abis jogging ama temen temen karena penasaran sama butterscotch nyaa. Moga aman sama enak,besok mau ke fore abis jogging ama temen temen karena penasaran sama butterscotch nyaa moga aman sama enak,besok mau ke fore habis jogging sama teman teman karena penasaran sama butterscotch nyaa moga aman sama enak
12/2023,Aku suka banget kopi pandan point coffee,aku suka banget kopi pandan point coffee,aku suka banget kopi pandan point coffee
12/2023,point coffe sama fore sih,point coffe sama fore sih,point coffe sama fore sih
12/2023,butterscotch sea saltnya fore gaada lawan,butterscotch sea saltnya fore gaada lawan,butterscotch sea saltnya fore tidak ada uang lawan
12/2023,Ini enakkk Tpi mau fore deh penasaran seenak apa,ini enakkk tpi mau fore deh penasaran seenak apa,ini enakkk tapi mau fore deh penasaran seenak apa
12/2023,jujur kopi pandan point coffee enak bgt,jujur kopi pandan point coffee enak bgt,jujur kopi pandan point coffee enak banget
12/2023,"Salted caramel frappucino Kopi lokal anak kabupaten. Penasaran kopinya fore yg rame diomongin netijen, tapi karena di sini ga ada jadi coba2 aja di kofisyop sekitar yg nama menunya mirip. Surprisingly enaaakkkk bikin ketagihan",salted caramel frappucino kopi lokal anak kabupaten penasaran kopinya fore yg rame diomongin netijen tapi karena di sini ga ada jadi coba aja di kofisyop sekitar yg nama menunya mirip surprisingly enaaakkkk bikin ketagihan,salted caramel frappucino kopi lokal anak kabupaten penasaran kopinya fore yang ramai diomongin netijen tapi karena di sini tidak ada jadi coba saja di kofisyop sekitar yang nama menunya mirip surprisingly enaaakkkk bikin ketagihan
12/2023,cranberrycano fore tp dah gaada :(,cranberrycano fore tp dah gaada ,cranberrycano fore tapi deh tidak ada uang
12/2023,Fore masih terenak siiiii menurutku,fore masih terenak siiiii menurutku,fore masih terenak siiiii menurutku
12/2023,kopi kenangan mantannya kopken,kopi kenangan mantannya kopken,kopi kenangan mantannya kopi kenangan
12/2023,"point coffee, pesen kopi debest",point coffee pesen kopi debest,point coffee pesen kopi debest
12/2023,Kopi kenangan - kopi kenangan mantan enak bgt pliss,kopi kenangan  kopi kenangan mantan enak bgt pliss,kopi kenangan kopi kenangan mantan enak banget tolonglah
12/2023,Janji jiwa dan kopi kenangan,janji jiwa dan kopi kenangan,janji jiwa dan kopi kenangan
12/2023,Dari berbagai palm sugar lattenya point paling enak bikinan point coffee malioboro,dari berbagai palm sugar lattenya point paling enak bikinan point coffee malioboro,dari berbagai palm gula lattenya point paling enak bikinan point coffee malioboro
12/2023,Kopi kenangan mantan ENAK BGTT BGT,kopi kenangan mantan enak bgtt bgt,kopi kenangan mantan enak bgtt banget
12/2023,Kopi kenangan mantan less sugar,kopi kenangan mantan less sugar,kopi kenangan mantan kurang gula
12/2023,ice almond latte punya point coffee. enak bgt asli tapi seringnya dibikin out of stock di aplikasi,ice almond latte punya point coffee enak bgt asli tapi seringnya dibikin out of stock di aplikasi,ice almond latte punya point coffee enak banget asli tapi seringnya dibikin out of stock di aplikasi
12/2023,"Aku tim beli point coffee setiap hari Senin sih, soalnya ada promo ditambah bawa Tumbler sendiri auto hemat..",aku tim beli point coffee setiap hari senin sih soalnya ada promo ditambah bawa tumbler sendiri auto hemat,aku tim beli point coffee setiap hari senin sih soalnya ada promo ditambah bawa tumbler sendiri auto hemat
12/2023,Kopi kenangan tercintaaaaa,kopi kenangan tercintaaaaa,kopi kenangan tercintaaaaa
12/2023,Kopi kenangan mantan nya kopken,kopi kenangan mantan nya kopken,kopi kenangan mantan nya kopi kenangan
12/2023,Kopi kenangan mantan pake outside + less sugar,kopi kenangan mantan pake outside  less sugar,kopi kenangan mantan pakai outside kurang gula
12/2023,"kopi kenangan tp yg di my, beda bgt rasa creamy lemaknya",kopi kenangan tp yg di my beda bgt rasa creamy lemaknya,kopi kenangan tapi yang di my beda banget rasa creamy lemaknya
12/2023,butterscotch sea saltnya fore dan kopi jadoelnya point coffe Indomaret wkwkwk,butterscotch sea saltnya fore dan kopi jadoelnya point coffe indomaret wkwkwk,butterscotch sea saltnya fore dan kopi jadoelnya point coffe indomaret wkwkwk
12/2023,kopi aren nya fore,kopi aren nya fore,kopi aren nya fore
12/2023,Semua rasa di point coffee pokoknya lebih enak dari starbucks!!!,semua rasa di point coffee pokoknya lebih enak dari starbucks,semua rasa di point coffee pokoknya lebih enak dari starbucks
12/2023,"Fore, tuku, point cafe",fore tuku point cafe,fore tuku point cafe
12/2023,"Palm sugar latte point coffee emg enak bgt, tapi aku lebih suka yg varian frappenya",palm sugar latte point coffee emg enak bgt tapi aku lebih suka yg varian frappenya,palm gula latte point coffee memang enak banget tapi aku lebih suka yang varian frappenya
12/2023,"Latte no sugar, Point coffee. Atau kadang ganti susunya pake oatmilk. Beuhhhhhh",latte no sugar point coffee atau kadang ganti susunya pake oatmilk beuhhhhhh,latte no gula point coffee atau kadang ganti susunya pakai oatmilk beuhhhhhh
12/2023,Kopi Kenangan Mantan with Juwara Beans-Kopi Kenangan,kopi kenangan mantan with juwara beanskopi kenangan,kopi kenangan mantan with juwara beanskopi kenangan
12/2023,Lagi suka buttercream lattenya fore sama espresso caramelnya point,lagi suka buttercream lattenya fore sama espresso caramelnya point,lagi suka buttercream lattenya fore sama espresso caramelnya point
12/2023,sejauh ini butterscotch-nya fore,sejauh ini butterscotchnya fore,sejauh ini butterscotchnya fore
12/2023,Menu perkopiannya point coffee Kopi jadoel beanspot alfa,menu perkopiannya point coffee kopi jadoel beanspot alfa,menu perkopiannya point coffee kopi jadoel beanspot alfa
12/2023,"Semua kopi dari space roastery Java punya couvee (kopi yg lain juga enak si, tp fav dari dulu java) Butterscotch seasalt latte punya fore",semua kopi dari space roastery java punya couvee kopi yg lain juga enak si tp fav dari dulu java butterscotch seasalt latte punya fore,semua kopi dari space roastery java punya couvee kopi yang lain juga enak si tapi favorit dari dulu java butterscotch seasalt latte punya fore
12/2023,fore yg butterscoth sea salt latte,fore yg butterscoth sea salt latte,fore yang butterscoth sea salt latte
12/2023,"Dulu sih dulu, starbucks emg enak dan aman bangt buat pasien gerd kaya aku. Tp nyatanya banyak alternatif lain yg lebih enak juga dan aman di lambung kaya harlen holden, filosofi kopi, fore. Tp harus dengan note less coffee atau 1/2 shot",dulu sih dulu starbucks emg enak dan aman bangt buat pasien gerd kaya aku tp nyatanya banyak alternatif lain yg lebih enak juga dan aman di lambung kaya harlen holden filosofi kopi fore tp harus dengan note less coffee atau  shot,dulu sih dulu starbucks memang enak dan aman bangt buat pasien gerd kaya aku tapi nyatanya banyak alternatif lain yang lebih enak juga dan aman di lambung kaya harlen holden filosofi kopi fore tapi harus dengan note kurang coffee atau shot
12/2023,"Aku akan tetap memilih kopi kenangan trus disesuaikan sma selera aku, walaupun sering dibilang kopi aku aneh atau kopi yg gabisa diminum",aku akan tetap memilih kopi kenangan trus disesuaikan sma selera aku walaupun sering dibilang kopi aku aneh atau kopi yg gabisa diminum,aku akan tetap memilih kopi kenangan terus disesuaikan sama selera aku walaupun sering dibilang kopi aku aneh atau kopi yang gabisa diminum
12/2023,"pandan latte janji jiwa, car machiatto point coffee, dua ini udah plg top",pandan latte janji jiwa car machiatto point coffee dua ini udah plg top,pandan latte janji jiwa car machiatto point coffee dua ini sudah paling top
12/2023,Point coffee emg enak sih cuma kalo buat daily ahak tekor,point coffee emg enak sih cuma kalo buat daily ahak tekor,point coffee memang enak sih cuma kalau buat daily ahak rugi
12/2023,"Berry Manuka nya Fore, enak banget",berry manuka nya fore enak banget,berry manuka nya fore enak banget
12/2023,Fore Butterscotch Latte itu enaaaak banget. Terus kalau yang lokalnya di Jakarta tentu saja ada Tuku dengan Kopi Tetangga-nya. Di Bandung ada Kopi Cantel dan Fokasu (menurutku enak).,fore butterscotch latte itu enaaaak banget terus kalau yang lokalnya di jakarta tentu saja ada tuku dengan kopi tetangganya di bandung ada kopi cantel dan fokasu menurutku enak,fore butterscotch latte itu enaaaak banget terus kalau yang lokalnya di jakarta tentu saja ada tuku dengan kopi tetangganya di bandung ada kopi cantel dan fokasu menurutku enak
12/2023,"Maaf banget, point coffee di aku B aja. Better Kopi Re",maaf banget point coffee di aku b aja better kopi re,maaf banget point coffee di aku b saja better kopi reply
12/2023,Iced palm sugar nya point coffee sama es kopi daong sih sejauh ini,iced palm sugar nya point coffee sama es kopi daong sih sejauh ini,iced palm gula nya point coffee sama es kopi daong sih sejauh ini
12/2023,"Point coffee matcha espresso double shot less sugar sama kopken kenangan mantan less atau slight sugar, kopi pandannya xxi",point coffee matcha espresso double shot less sugar sama kopken kenangan mantan less atau slight sugar kopi pandannya xxi,point coffee matcha espresso double shot kurang gula sama kopi kenangan kenangan mantan kurang atau slight gula kopi pandannya xxi
12/2023,CM nya fore,cm nya fore,cm nya fore
12/2023,"arahbica-nya arah coffee, kopi siap salah-nya nu sae, kopsus gula aren kopken, sama americano manukanya fore dah paling best",arahbicanya arah coffee kopi siap salahnya nu sae kopsus gula aren kopken sama americano manukanya fore dah paling best,arahbicanya arah coffee kopi siap salahnya nu sae kopsus gula aren kopi kenangan sama americano manukanya fore deh paling best
12/2023,kopi jadul point coffee,kopi jadul point coffee,kopi jaman dulu point coffee
12/2023,Dolce-nya point coffee enak bgt,dolcenya point coffee enak bgt,dolcenya point coffee enak banget
12/2023,"coklaghtt, matchanya masi dimenangin sama tomoro",coklaghtt matchanya masi dimenangin sama tomoro,coklaghtt matchanya masi dimenangin sama tomoro
12/2023,matcha! kalo coklat aku prefer coklatnya point coffee sih itu definisi coklatku bangetttt wkwkwk,matcha kalo coklat aku prefer coklatnya point coffee sih itu definisi coklatku bangetttt wkwkwk,matcha kalau coklat aku prefer coklatnya point coffee sih itu definisi coklatku bangetttt wkwkwk
12/2023,caramel macchiato kopi kenangan fav gue,caramel macchiato kopi kenangan fav gue,caramel macchiato kopi kenangan favorit aku
12/2023,"milih matcha sih, masih ada pait2nya. tpi kalo ke tempat kopi always beli kopi hehe. btw matcha nya tomoro enakk",milih matcha sih masih ada paitnya tpi kalo ke tempat kopi always beli kopi hehe btw matcha nya tomoro enakk,milih matcha sih masih ada paitnya tapi kalau ke tempat kopi always beli kopi he ngomong-ngomong matcha nya tomoro enakk
12/2023,Kopi kenangan jg enk kemaren beli starbak tp gk seenak kopi kenangan kopi http://j.co jg enak nder yg frapecino,kopi kenangan jg enk kemaren beli starbak tp gk seenak kopi kenangan kopi  jg enak nder yg frapecino,kopi kenangan juga enk kemarin beli starbak tapi gk seenak kopi kenangan kopi juga enak nder yang frapecino
12/2023,minum fore yg pandan latte langsung gliyengan,minum fore yg pandan latte langsung gliyengan,minum fore yang pandan latte langsung gliyengan
